[control]player_id,Time_Index,[output]arousal,playerScore,playerKillCount,playerSpeedX,playerSpeedY,playerSpeedZ,playerDeltaDistance,playerDeltaRotation,playerHealth,playerHealing,playerDamaged,playerShooting,playerReloading,playerProjectileCount,playerProjectileDistance,reticleDeltaDistance,playerCrouching,playerSprinting,playerAimAtEnemy,visibleBotCount,botSpeedX,botSpeedY,botSpeedZ,botDeltaDistance, botDeltaRotation ,botHealth,botDamaged,botShooting,botProjectileCount,botProjectilePlayerDistance,botAimAtPlayer,playerDeath,playerTriesShootOnReload,Cluster
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0,0.2694300518134715,0.0,0.0,0.5156581973288576,1.0,0.4413467054434118,0.0,0.0078558213532499,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4925442796997986,0.0243713355956122,0.0057381603474927,0.0133031305386459,0.0292125991444747,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,1,0.2354634427173287,0.0,0.0,0.5158825910835094,1.0,0.4123395563685185,0.0409297642558527,0.0,1.0,0.0,0.0,0.1258740909090909,0.0,0.0301254551427811,0.0422496920647372,0.0031978782849312,0.0,0.0,0.0377013918339697,0.6657370675453047,0.3440979377418934,0.0,0.1061434063045862,0.3741883806286293,0.0138128498233249,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,2,0.2538860103626943,0.0100422830327092,0.4583333333333333,0.6131555890222287,1.0,0.2872878565782034,0.6175637381222195,0.0181636673018112,1.0,0.0,0.0,0.2064392583333333,0.2812142582003414,0.9781362390509092,1.0,0.0428902836594503,0.0,0.0,1.0,0.542366648361706,0.0608027770943487,0.0003778208796268,0.0496914685502427,0.3233798555258814,0.0025435209034239,0.55213675,0.2630837447098698,0.5346628888888889,0.758514996567103,0.91360405059486,0.0,0.0,0.0,3.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,3,0.3229706390328152,0.0401691321308368,0.0,0.4973247643330852,1.0,0.4751695309702382,0.4777737791463883,0.2670215167224077,1.0,0.0,0.0,0.0,0.6813054974804863,0.1468617048852224,0.174944975999735,0.7246257136671101,0.4704728919382505,0.0,0.1002608193597491,0.2008316309719933,0.6638978016000256,0.0914396137798446,0.3921393052357168,0.8708458725937346,0.0663859421619701,0.5454545454545454,0.0,0.055944,0.0220320439743821,0.08547691496324,0.0,0.0,0.0,3.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,4,0.3471502590673575,0.0692660112068531,0.4583333333333333,0.6159982380973217,1.0,0.198544608456323,0.8457293133116268,0.3741469949361117,1.0,0.0,0.0,0.1730768333333333,0.0,0.4353680912398902,0.4264863546751202,0.7535634736812009,0.0,0.5064102583333333,0.3048334474975463,0.2655814790408201,0.1166317731036392,0.0036837629274376,0.3472264466774727,0.6660347438351082,0.0048972547255658,0.625,0.4023634310664257,1.0,0.5107576835284281,0.7065436582686677,0.4348716881222496,0.0,0.0,3.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,5,0.3782383419689119,0.1036688248597994,0.5,0.6939810550415353,1.0,0.563599650808092,0.443655523666408,0.7545918736420315,1.0,0.0,0.0,0.6125222727272728,0.9314382835227084,0.1107462087283729,0.1152376891431493,1.0,0.6483339416809605,0.0320855454545454,0.5059501147172295,0.1844852718286656,0.1243526825560741,0.0841175820695263,0.1637717638187927,0.4353530734095861,0.0114125836911173,0.3272727272727272,0.3292065752824329,0.2196969696969696,0.0494719819296167,0.041889774819865,0.0,0.0,0.0,3.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,6,0.3390903857225101,0.1205073963925106,0.0,0.4050843331028949,1.0,0.3072806655515937,0.5896712577764371,0.5402753234432824,1.0,0.0,0.0,1.0,0.0634685584495339,0.0,0.0,0.7412341471401086,0.4312668176100629,0.1190475833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,7,0.3523316062176166,0.143200345052845,1.0,0.5076864644745512,1.0,0.1573997359635204,0.5472273134566511,0.2226410910407974,1.0,0.0,0.0,0.7331210909090909,0.0,0.7924618677254808,0.4700797621479908,0.5632230914624229,0.0,0.0,0.6239649719082971,0.7719459637561779,0.3868354274394651,0.0095876753496792,0.4094653569563143,0.9572434712610602,0.0182139712870632,0.6503053636363636,1.0,0.6201488484848484,0.7176614716567891,1.0,0.0,0.0,0.0,3.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,8,0.3937823834196891,0.2133054559556345,0.4583333333333333,0.5067810542064225,1.0,0.3013083545778561,0.4634861368692308,0.5266255494055433,1.0,0.0,0.0,0.7303240833333334,0.8996660962892666,0.2127792838445613,0.2982883692597643,0.8260337287648111,0.2813416855345912,0.1176470833333333,0.5487750754329134,0.2633829690646164,0.7140716223263097,0.1141339645366388,0.5627414084123481,0.7277358666221717,0.0349174906261537,0.15,0.0,0.0,0.0,0.0,0.074385939605401,0.0,0.0,3.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,9,0.4041450777202072,0.2410147927850213,0.0,0.7140259937210581,1.0,0.330230132403063,0.9233101814812528,0.7954704713020688,1.0,0.0,0.0,0.0,0.984915869520443,0.0,0.0,0.788188983831263,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,10,0.3419689119170984,0.2410147927850213,0.0,0.3864077647935723,1.0,0.3884215345592071,0.6659474684107995,0.5670466584087656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9194858328360016,0.0,0.6545139166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,11,0.3160621761658031,0.2410147927850213,0.0,0.0,1.0,0.7283192896225534,1.0,0.2561929838376577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3351939190623374,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,12,0.3678756476683938,0.2493615732678807,0.5,0.3746163947983577,0.8302478134110798,0.2091980951170783,0.5605500474594552,0.2433869742142509,0.9207792727272726,0.0,0.8311691636363636,0.3506493272727273,0.1424333292430072,0.5192619406276311,0.4597283857365444,0.4108852826624638,0.0,0.096590909090909,0.3239833215527166,0.3306660516199889,0.0066223776548402,0.0205450159567999,0.0411318488150385,0.4627705567967869,0.0051382424365143,0.389011,0.3907068407546152,0.5687646060606061,0.2427932219794234,0.3099268306964527,0.9887609769910982,0.0,0.0,3.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,13,0.4145077720207254,0.2862050664322128,0.4583333333333333,0.502270174946675,0.0,0.2727605277733618,0.8880754981766614,0.4465599529108235,0.4199999999999999,0.0,0.3555557333333333,0.1047453333333333,0.8073193414603285,0.2163323274285626,0.172067898045472,0.7836586343536759,1.0,0.9666666666666668,0.0,0.1542600695588504,0.0001406713490578,0.0,0.0066316792751281,0.0345496714085497,0.0017264680405012,0.2494755,0.0,0.1161616666666666,0.0996950777487153,0.1598972148343005,0.0,0.0,0.0,3.0
